Section ID;SECTION NAME;LABEL 1;LABEL 2;ITEM TEXT;NO.OF.USES;NOTES;CURRENT CORE;ALL REPEATS;REL.REPEATS
8;R2 Health;mdsexlf;D5;...improve their sex life?;1;;;1;1
8;R2 Health;hltherb;D6;When you have a health problem, how often do you use herbal remedies?;0;;;1;1
8;R2 Health;mdsdeff;D7;When you are prescribed a medicine, how often do you worry about side effects?;2;;;1;1
8;R2 Health;prfmddc;D8;When you have a health problem, how often do you prefer a medicine prescribed by a medical doctor as opposed to one that you can just buy or one that is recommended by some other practitioner?;0;;;1;1
8;R2 Health;ddprsmd;D9;Please think back to the last time a doctor prescribed you a medicine you had not had before. Which statement on the card  comes closest to what you did with this prescription?;6;;;1;1
8;R2 Health;usmdprs;D10;Are you regularly taking any pills or using any medication prescribed for you?;2;;;1;1
8;R2 Health;usmprse;D11;Many people occasionally use medicine prescribed for somebody else. In the last 5 years, how often have you taken or used a prescribed medicine that was prescribed for someone else?;2;;;1;1
8;R2 Health;advsthr;D12;Suppose you had a very sore throat. Who, if anyone, would you go to first for advice or treatment? ;1;;;1;1
8;R2 Health;prcsthr;D12a;Which if any of these types of practitioner do you think you would go to first for advice or treatment? ;0;;;1;1
8;R2 Health;advhach;D13;Suppose now that you had a serious headache. Who, if anyone, would you go to first for advice or treatment? ;1;;;1;1
8;R2 Health;prchach;D13a;Which if any of these types of practitioner do you think you would go to first for advice or treatment? ;0;;;1;1
8;R2 Health;advslep;D14;Suppose now that you had serious sleeping problems. Who, if anyone, would you go to first for advice or treatment?;1;;;1;1
8;R2 Health;prcslep;D14a;Which if any of these types of practitioner do you think you would go to first for advice or treatment? ;0;;;1;1
8;R2 Health;advbach;D15;Suppose now that you had serious backache. Who, if anyone, would you go to first for advice or treatment? ;1;;;1;1
8;R2 Health;prcbach;D15a;Which if any of these types of practitioner do you think you would go to first for advice or treatment? ;0;;;1;1
8;R2 Health;chsrgp;D16;In choosing your regular GP, do you feel that you have... ... enough choice, or not enough choice?;4;;;1;1
8;R2 Health;prfsmdc;D17;Some people prefer to see the same doctor for all their everyday health problems. Others prefer to see different doctors for different everyday health problems. How about you?;3;;;1;1
8;R2 Health;tmcnsdc;D18;How many times in the past twelve months have you consulted a doctor for yourself? ;5;;;1;1
8;R2 Health;illcure;D19;How much you agree or disagree with each of these statements:? Most illnesses cure themselves without having to go to a doctor.;0;;;1;1
8;R2 Health;pplcure;D20;When suffering from illnesses like the common cold, people can cure themselves.;2;;;1;1
8;R2 Health;pprlydc;D21;People rely too much on their doctors rather than themselves to keep healthy.;2;;;1;1
8;R2 Health;psmdcpr;D22;When people are sure about what medicine they need, their doctor should just prescribe it for them.;2;;;1;1
8;R2 Health;follwdc;D23;It is best to follow doctors? orders. ;1;;;1;1
8;R2 Health;dsplvpr;D24;I generally feel a bit disappointed when I leave a doctor?s surgery without a prescription.;3;;;1;1
8;R2 Health;dckptrt;D25;How often you think the following applies to doctors in general: Doctors keep the whole truth from their patients. ;2;;;1;1
8;R2 Health;dctreql;D26;GPs treat their patients as their equals. ;3;;;1;1
8;R2 Health;dcdisc;D27;Before doctors decide on a treatment, they discuss it with their patient.;3;;;1;1
8;R2 Health;ptnrlcq;D28;Patients are reluctant to ask their doctor all the questions they?d like to ask.;2;;;1;1
8;R2 Health;dcadmms;D29;Doctors are willing to admit their mistakes to their patients.;2;;;1;1
8;R2 Health;dcdfcwr;D30;Doctors use words or phrases that their patients find difficult to understand;2;;;1;1
9;R2 Econ morality;ctzhlpo;E1;Citizens should spend at least some of their free time helping others ;7;;;1;1
9;R2 Econ morality;scbevts;E2;Society would be better off if everyone just looked after themselves;3;;;1;1
9;R2 Econ morality;ctzchtx;E3;Citizens should not cheat on their taxes;16;;;1;1
9;R2 Econ morality;tstrprh;E4;How much would you trust ?. Plumbers, builders, car mechanics and other repair people;4;;;1;1
9;R2 Econ morality;tstfnch;E5;Financial companies such as banks or insurers;6;;;1;1
9;R2 Econ morality;tstpboh;E6;Public officials;7;;;1;1
9;R2 Econ morality;rprochg;E7;How often things happened to you in the last five years... A plumber, builder, car mechanic or other repair person overcharged you or did unnecessary work;3;;;1;1
9;R2 Econ morality;fodcncl;E8;You were sold food that was packed to conceal the worse bits;3;;;1;1
9;R2 Econ morality;bnkfldl;E9;A bank or insurance company failed to offer you the best deal you were entitled to;4;;;1;1
9;R2 Econ morality;scndhfl;E10;You were sold something second-hand that quickly proved to be faulty;3;;;1;1
9;R2 Econ morality;pboafvr;E11;A public official asked you for a favour or a bribe in return for a service;6;;;1;1
9;R2 Econ morality;wrytrdh;E12;Experiences of being treated dishonestly over the past five years?. How worried are you that things like this will happen to you?;3;;;1;1
9;R2 Econ morality;pyavtxw;E13;...Someone paying cash with no receipt so as to avoid paying VAT or other taxes? (how wrong);6;;;1;1
9;R2 Econ morality;slcnflw;E14;...Someone selling something second-hand and concealing some or all of its faults?;4;;;1;1
9;R2 Econ morality;flinsrw;E15;...Someone making an exaggerated or false insurance claim?;6;also in R5 Criminal Justice (D1);;2;2
9;R2 Econ morality;pbofvrw;E16;...A public official asking someone for a favour or bribe in return for their services?;9;;;1;1
9;R2 Econ morality;mnyacth;E17;If you want to make money, you can?t always act honestly;4;;;1;1
9;R2 Econ morality;olwmsop;E18;You should always strictly obey the law even if it means missing good opportunities;7;;;1;1
9;R2 Econ morality;ignrlaw;E19;Occasionally, it is alright to ignore the law and do what you want to;2;;;1;1
9;R2 Econ morality;bsnprft;E20;Nowadays businesses are only interested in making profits and not in improving service or quality for customers;3;;;1;1
9;R2 Econ morality;frmwktg;E21;Nowadays large firms work together in order to keep their prices unnecessarily high;1;;;1;1
9;R2 Econ morality;cmprcti;E22;Nowadays customers and consumers are in a better position to protect their interests;1;;;1;1
9;R2 Econ morality;frdbnft;E23;Suppose you planned to get benefits or services you were not entitled to. How many of your friends or relatives do you think you could ask for support?;4;;;1;1
9;R2 Econ morality;kptchng;E24;... Kept the change from a shop assistant or waiter knowing they had given you too much? (how often in 5 years);6;;;1;1
9;R2 Econ morality;payavtx;E25;...Paid cash with no receipt so as to avoid paying VAT or other taxes?;10;;;1;1
9;R2 Econ morality;slcnsfl;E26;...Sold something second-hand and concealed some or all of its faults?;5;;;1;1
9;R2 Econ morality;musdocm;E27;...Misused or altered a card or document to pretend you were eligible for something you were not?;5;;;1;1
9;R2 Econ morality;flinsr;E28;...Made an exaggerated or false insurance claim?;10;also in R5 Criminal Justice (D43);;2;2
9;R2 Econ morality;pbofvr;E29;...Offered a favour or bribe to a public official in return for their services?;10;;;1;1
9;R2 Econ morality;flgvbnf;E30;...Over-claimed or falsely claimed government benefits such as social security or other benefits?;6;;;1;1
10;R2_R5 Family;gdsprt;G1;I have felt cheerful and in good spirits (over the last two weeks);26;"G1-G5: WHO-Five Well-being index; G1 in R5 Family";;2;2
10;R2_R5 Family;clmrlx;G2;I have felt calm and relaxed;24; G2 in R5 Family;;2;2
10;R2_R5 Family;actvgrs;G3;I have felt active and vigorous;23; G3 in R5 Family;;2;2
10;R2 Family;frshrst;G4;I have woken up feeling fresh and rested;17;;;1;1
10;R2 Family;lfintr;G5;My daily life has been filled with things that interest me;17;;;1;1
10;R2_R5 Family;wmcpwrk;G6;A woman should be prepared to cut down on her paid work for the sake of her family ;65;"also in R4 Welfare (D3); G4 in R5 Family";;3;3
10;R2 Family;mnrsphm;G7;Men should take as much responsibility as women for the home and children;35;;;1;1
10;R2_R5 Family;mnrgtjb;G8;When jobs are scarce, men should have more right to a job than women;67;"also in R4 Welfare (D6) and R8 Welfare (B33a); G5 in R5 Family";;4;3
10;R2 Family;prntghr;G9;When there are children in the home, parents should stay together even if they don?t get along;12;;;1;1
10;R2 Family;prrfmly;G10;A person?s family ought to be his or her main priority in life;20;;;1;1
10;R2 Family;yrlvptn;G12;In which year did you first start living in the same household as your husband/wife/partner?;0;;;1;1
10;R2 Family;dsgrhwk;G13;How often do you and your husband/wife/partner disagree about ? How to divide house-work?;10;;;1;1
10;R2_R5 Family;dsgrmny;G14;?Money?;3;G78 in R5 Family ;;2;2
10;R2 Family;dsgrpwk;G15;?The amount of time spent on paid work?;5;;;1;1
10;R2 Family;gwhhprc;G16;When you and your husband/wife/partner make decisions, who generally gets their way on... occasional more expensive purchases for the household?;0;;;1;1
10;R2 Family;gwdvhwk;G17;? How to divide housework?;1;;;1;1
10;R2_R5 Family;wkengtp;G19;How often partner?s work involves? Working evenings or nights?;5;G80 in R5 Family ;;2;2
10;R2_R5 Family;wkovtmp;G20;...Having to work overtime at short notice?;5;G81 in R5 Family ;;2;2
10;R2_R5 Family;ptnwkwe;G21;?Working at weekends?;6;G82 in R5 Family ;;2;2
10;R2 Family;hwktwd1;G22;On a typical weekday about how many hours, in total, do people in your household spend on housework for your home? (respondents living with a partner);32;;;1;1
10;R2_R5 Family;hwkpwd1;G23;And about how much of this time do you spend yourself? ;37;G76 in R5 Family (modified version);;2;2
10;R2_R5 Family;hwkpwdp;G24;And about how much of this time does your husband/wife/partner spend on housework?;31;G77 in R5 Family (modified version);;2;2
10;R2 Family;hwktwe1;G25;About how many hours are spent doing housework during a typical weekend?;26;;;1;1
10;R2_R5 Family;hwkpwe1;G26;And about how much of this time do you spend yourself?;31;G76 in R5 Family (modified version);;2;2
10;R2_R5 Family;hwkpwep;G27;And about how much of this time does your husband/wife/partner spend on housework?;17;G77 in R5 Family (modified version);;2;2
10;R2 Family;hwktwd2;G29;On a typical weekday about how many hours, in total, do people in your household spend on housework for your home? (respondents not living with a partner);14;;;1;1
10;R2 Family;hwkpwd2;G30;And about how much of this time do you spend yourself?;15;;;1;1
10;R2 Family;hwktwe2;G31;About how many hours are spent doing housework during a typical weekend?;12;;;1;1
10;R2 Family;hwkpwe2;G32;And about how much of this time do you spend yourself?;12;;;1;1
10;R2 Family;tngdohm;G34;There are so many things to do at home, I often run out of time before I get them all done ;5;;;1;1
10;R2 Family;hwkmono;G35;I find my housework monotonous;4;;;1;1
10;R2 Family;chdohwk;G36;I can choose myself when and how to do housework;0;;;1;1
10;R2 Family;hwkstrs;G37;I find my housework stressful;9;;;1;1
10;R2 Family;hmeqphw;G38;How well equipped is your home for housework? ;0;;;1;1
10;R2 Family;lkafohh;G39;And apart from housework, do you look after others in your household, such as small children or someone ill, disabled or elderly?;3;;;1;1
10;R2 Family;updhlrl;G40;Apart from your own children, how often, if at all, do you give unpaid help to a family member or relative outside your household with childcare, other care, housework or home maintenance?;2;;;1;1
10;R2 Family;updhlrp;G41;And if you needed help, is there anyone outside your household you can count on to give you unpaid help with childcare, other care, housework or home maintenance?;5;;;1;1
10;R2 Family;cldcrot;G43;What is the main type of childcare that the youngest child receives? ;2;;;1;1
10;R2 Family;cldcrmr;G44;In your present situation, would you ideally like much more childcare, slightly more childcare, or is the amount you have about right?;1;;;1;1
10;R2 Family;cldnhh;G45;Do you have any children, of any age, who do not currently live in your household? ;0;;;1;1
10;R2 Family;cldnhhn;G46;How many children is that?;0;;;1;1
10;R2 Family;cldnhhg;G48;Is this a son or a daughter?; ;hidden usage;;1;1
10;R2 Family;clnhhyb;G49;In which year was he/she born?; ;hidden usage;;1;1
10;R2 Family;clnhhbo;G50;Thinking about your oldest child who does not currently live in your household, in which year was he/she born?; ;hidden usage;;1;1
10;R2 Family;clnhhby;G51;And in which year was your youngest child who does not currently live in your household born?; ;hidden usage;;1;1
10;R2 Family;cldnhhd;G52;How many of the children who do not currently live in your household are daughters?; ;hidden usage;;1;1
10;R2 Family;clfncsp;G53;Please tell me how much financial support you currently provide to your child(ren) or grandchildren who live apart from you? ;1;;;1;1
10;R2 Family;clhwksp;G54;How much support in everyday housework or care do you provide for your grown up children or grandchildren who live apart from you?;2;;;1;1
10;R2 Family;clfncrc;G55;And how much financial support do you currently receive from your grown up children or grandchildren who live apart from you? ;1;;;1;1
10;R2 Family;clhwkrc;G56;How much support with your everyday housework or care do you currently receive from your grown up children or grandchildren who live apart from you? ;2;;;1;1
10;R2_R5 Family;plnchld;G58;Do you plan to have a child within the next three years? ;15;G88 in R5 Family;;2;2
10;R2_R5 Family;jbcoedu;G61;If someone was applying nowadays for the job you do now, would they need any education or vocational schooling beyond compulsory education?;5;G23 in R5 Family;;2;2
10;R2_R5 Family;jbedyrs;G62;About how many years of education or vocational schooling beyond compulsory education would they need?;6;G24 in R5 Family;;2;2
10;R2_R5 Family;jblrn;G63;If somebody with the right education and qualifications replaced you in your job, how long would it take for them to learn to do the job reasonably well?;16;G25 in R5 Family;;2;2
10;R2_R5 Family;vrtywrk;G64;There is a lot of variety in my work. ;12;G26 in R5 Family;;2;2
10;R2_R5 Family;jbrqlrn;G65;My job requires that I keep learning new things.;19;G27 in R5 Family;;2;2
10;R2_R5 Family;jbscr;G66;My job is secure.;39;G32 in R5 Family;;2;2
10;R2_R5 Family;wgdpeft;G67;My wage or salary depends on the amount of effort I put into my work.;10;G28 in R5 Family;;2;2
10;R2_R5 Family;hlpcowk;G68;I can get support and help from my co-workers when needed.;14;G29 in R5 Family;;2;2
10;R2_R5 Family;dcsfwrk;G69;I can decide the time I start and finish work.;17;G31 in R5 Family;;2;2
10;R2_R5 Family;hlthrwk;G70;My health or safety is at risk because of my work.;11;G30 in R5 Family;;2;2
10;R2_R5 Family;wrkhrd;G71;My job requires that I work very hard.;21;G34 in R5 Family;;2;2
10;R2_R5 Family;nevdnjb;G72;I never seem to have enough time to get everything done in my job.;25;G35 in R5 Family;;2;2
10;R2_R5 Family;oprtad;G73;My opportunities for advancement are good.;18;G36 in R5 Family;;2;2
10;R2 Family;nbsrsp;G74;How many people is your immediate supervisor or boss responsible for?;0;;;1;1
10;R2_R5 Family;bsmw;G75;Is your immediate supervisor/boss a man or a woman?;3;G37 in R5 Family;;2;2
10;R2_R5 Family;ppwwkp;G75a;What is the proportion of women at your workplace?;3;G38 in R5 Family;;2;2
10;R2 Family;yrcremp;G76;In what year did you (first) start working for your current employer?;7;;;1;1
10;R2 Family;trndnjb;G77;I would turn down another job with higher pay in order to stay with this organisation.;6;;;1;1
10;R2 Family;wrkspv;G78;My work is closely supervised.;6;;;1;1
10;R2_R5 Family;smbtjoba;G79;How difficult or easy would it be for you to get a similar or better job with another employer if you wanted to?;-23;first asked in R1 Citizenship (E35), G40 in R5 Family (modified);;-3;-3
10;R2_R5 Family;rpljbde;G80;In your opinion, how difficult or easy would it be for your employer to replace you if you left? ;2;G41 in R5 Family;;2;2
10;R2 Family;tmtowrk;G81;How long does it usually take you to get to work on a normal workday? ;1;;;1;1
10;R2_R5 Family;wrkengt;G82;How often respondent?s work involves ? Working evenings or nights?;19;G15 in R5 Family;;2;2
10;R2_R5 Family;wkovrtm;G83;?Having to work overtime at short notice?;19;G16 in R5 Family;;2;2
10;R2_R5 Family;wrkwe;G84;How often does your work involve working at weekends?;19;G17 in R5 Family;;2;2
10;R2_R5 Family;wrywprb;G85;How often do you...keep worrying about work problems when you are not working?;21;G46 in R5 Family;;2;2
10;R2_R5 Family;trdawrk;G86;...feel too tired after work to enjoy the things you would like to do at home?;26;G47 in R5 Family;;2;2
10;R2_R5 Family;jbprtfp;G87;...find that your job prevents you from giving the time you want to your partner or family?;24;G48 in R5 Family;;2;2
10;R2_R5 Family;pfmfdjb;G89;How often do you...find that your partner or family gets fed up with the pressure of your job?;15;G50 in R5 Family;;2;2
10;R2_R5 Family;dfcnswk;G90;...find it difficult to concentrate on work because of your family responsibilities?;2;G52 in R5 Family;;2;2
10;R2_R5 Family;grspay;G91;What is your usual gross pay before deductions for tax and insurance?;0;G56 in R5 Family;;2;2
10;R2 Family;netpay;G92;And what is your usual net pay (after deductions for tax and insurance)?;0;G57 in R5 Family;;1;1
10;R2_R5 Family;payprd;G93;How long a period does that pay cover?;0;;;2;2
10;R2 Family;stdlvl;G94;At what level are you studying? ;0;;;1;1
10;R2 Family;prmpls;G95;Thinking about the place where you study? The premises are pleasant.;0;;;1;1
10;R2 Family;quclss;G96;There is usually peace and quiet during classes/lectures.;0;;;1;1
10;R2 Family;tchtruf;G97;There are teachers who treat me badly or unfairly.;0;;;1;1
10;R2 Family;stdtruf;G98;There are students who treat me badly or unfairly.;0;;;1;1
10;R2 Family;tchints;G99;Teachers are interested in the students.;0;;;1;1
10;R2 Family;tchlcrt;G100;When I criticise something, my teachers listen to what I have to say.;0;;;1;1
10;R2 Family;stdask;G101;There are students in my classes/course(s) who I can ask for help and discuss problems with.;0;;;1;1
10;R2 Family;stpvtfm;G102;My studies prevent me from spending as much time with my family as I would like to.;0;;;1;1
10;R2 Family;fmpvtst;G103;Family responsibilities prevent me from spending as much time on my studies as I would like to.;0;;;1;1
10;R2 Family;tchlp;G104;Do you feel you get the help you need from the teachers about your course(s)?;0;;;1;1
10;R2 Family;stdhrsw;G105;How many hours do you spend studying during an average term-time week? ;1;;;1;1
10;R2 Family;stdmcdo;G106;And thinking about your studies, do you usually feel you have...(far too much / little to do);0;;;1;1
10;R2 Family;crspce;G107;Do you find the pace of your course(s) too slow, about right, or too fast?;0;;;1;1
10;R2_R5 Family;rtryr;G108;In what year did you retire?;4;G84 in R5 Family;;2;2
10;R2_R5 Family;wntrtr;G109;Did you want to retire then or would you have preferred to continue in paid work?;3;G85 in R5 Family;;2;2
10;R2_R5 Family;ipjbscr;G111;A secure job (how important when choosing a job);13;G66 in R5 Family;;2;2
10;R2_R5 Family;ipjbhin;G112;A high income;7;G67 in R5 Family;;2;2
10;R2 Family;ipjbprm;G113;A job with good promotion opportunities;6;;;1;1
10;R2_R5 Family;ipjbini;G114;A job that enabled you to use your own initiative;7;G65 in R5 Family;;2;2
10;R2_R5 Family;ipjbwfm;G115;A job which allowed you to combine work and family responsibilities;13;G68 in R5 Family;;2;2
10;R2_R5 Family;wkhsch;G116;How many hours a week, if any, would you choose to work, bearing in mind that your earnings would go up or down according to how many hours you work?;12;G72 in R5 Family;;2;2
10;R2 Family;fstjbyr;G117;Thinking back, in what year did you start working in your first job? ;5;;;1;1
10;R2 Family;yrspdwk;G118;In total, how many years have you been in paid work?;1;;;1;1
10;R2 Family;flthmcc;G121;Including any time spent on maternity or parental leave, around how long in total have you spent full-time at home because you were caring for your child(ren)? ;8;;;1;1
10;R2 Family;fthcncr;G122;Do you think that this has had negative consequences for your occupational career?;5;;;1;1
10;R2 Family;ptmhmcc;G123;And around how long in total, have you spent in part-time work rather than full-time work because you were caring for your child(ren)? ;4;;;1;1
10;R2 Family;pthcncr;G124;Do you think that this has had negative consequences for your occupational career?;0;;;1;1
10. Jan;R5 Family 2;gvprppv;G6;The government should do much more to prevent people falling into poverty.;1;;;1;1
10. Jan;R5 Family 2;fltlnla;G7;Please tell me how much of the time during the past week you felt lonely?;-43;first asked in R3 Well-being (E12);;-2;-2
10. Jan;R5 Family 2;mlohinc;G8;(In the last three years) I have had to manage on a lower household income. ;10;;;1;1
10. Jan;R5 Family 2;dsdclve;G9;I have had to draw on my savings or get into debt to cover ordinary living expenses.;9;;;1;1
10. Jan;R5 Family 2;cuthheq;G10;I have had to cut back on holidays or new household equipment.;7;;;1;1
10. Jan;R5 Family 2;jbtsktm;G13;In your main job, which one of the following tasks do you generally spend most time on?;0;;;1;1
10. Jan;R5 Family 2;yrskdwk;G14;Including all the jobs you have ever had, how many years in total have you been doing the kind of work you currently do?;0;;;1;1
10. Jan;R5 Family 2;emplrjb;G20;Do you know of any other employers who would have good use for what you have learnt in your present job? ;1;;;1;1
10. Jan;R5 Family 2;mnrsefw;G21;People put effort into their work for many different reasons. Which of the reasons shown on this card is the main reason why you put effort into your work?;0;;;1;1
10. Jan;R5 Family 2;scrsefw;G22;And what is the second most important reason? ;0;;;1;1
10. Jan;R5 Family 2;lsintjb;G33; I may have to move to a less interesting job in my organisation in the next 12 months.;0;;;1;1
10. Jan;R5 Family 2;bseftwk;G39;How difficult or easy do you think it is for your immediate boss to know how much effort you put into your work?;1;;;1;1
10. Jan;R5 Family 2;wpmwkcp;G42;At your workplace are there regular meetings between representatives of the employer and employees, in which working conditions and practices can be discussed?;2;;;1;1
10. Jan;R5 Family 2;indisdc;G43;How much influence would you say these discussions generally have on decisions that affect your working conditions and practices? ;1;;;1;1
10. Jan;R5 Family 2;truinwk;G44;How much influence would you say that trade unions at your workplace generally have over decisions that affect your working conditions and practices? ;1;;;1;1
10. Jan;R5 Family 2;pdaprpa;G45;Considering all my efforts and achievements in my job, I feel I get paid appropriately? ;-11;first asked in R3 Well-being (E53);;-2;-2
10. Jan;R5 Family 2;dfcnswka;G52;Finds it difficult to concentrate on work because of your family responsibilities (how often);0;;;1;1
10. Jan;R5 Family 2;stfmjob;G53;All things considered, how satisfied are you in your main job?;-26;first asked in R3 Well-being (E48), modified version;;-2;-2
10. Jan;R5 Family 2;stfjbot;G54;And how satisfied are you with the balance between the time you spend on your paid work and the time you spend on other aspects of your life?;-18;first asked in R3 Well-being (E49);;-2;-2
10. Jan;R5 Family 2;wkjbndm;G55;I would enjoy working in my current job even if I did not need the money.;1;;;1;1
10. Jan;R5 Family 2;linwk3y;G58;?had to do less interesting work? (happened to you in the last three years);4;;;1;1
10. Jan;R5 Family 2;rdpay3y;G59;?had to take a reduction in pay? ;6;;;1;1
10. Jan;R5 Family 2;wkshr3y;G60;?had to work shorter hours? ;7;;;1;1
10. Jan;R5 Family 2;lscjb3y;G61;?had less security in your job? ;4;;;1;1
10. Jan;R5 Family 2;orgfd3y;G62;Financial difficulty in the organisation for which you work, last 3 years;2;;;1;1
10. Jan;R5 Family 2;npemp3y;G63;And during the last three years, would you say that the number of people employed at the organisation for which you work has? (decreased / increased) ;1;;;1;1
10. Jan;R5 Family 2;ipjbtro;G69;A job that offered good training opportunities (important when choosing a job);1;;;1;1
10. Jan;R5 Family 2;pdjbndm;G70;I would enjoy having a paid job even if I did not need the money?;1;;;1;1
10. Jan;R5 Family 2;uemp3y;G71;Thinking just of the last 3 years, what was the longest period in months, if any, that you were continuously unemployed and seeking work?;1;;;1;1
10. Jan;R5 Family 2;pwkhsch;G74;If you could choose, how many hours a week, if any, would you like your partner to work bearing in mind that your partner?s earnings would go up or down according to how many hours s/he works?;2;;;1;1
10. Jan;R5 Family 2;puemp3y;G75;Thinking just of the last 3 years, what was the longest period in months, if any, that your partner was continuously unemployed and seeking work?;0;;;1;1
10. Jan;R5 Family 2;agertr;G87;At what age would you like to /would you have liked to retire?;1;;;1;1
11;R3 Timing of Life;evpdemp;D1;Have you ever been in paid employment or a paid apprenticeship of  20 hours or more per week for at least 3 months?;0;;;1;1
11;R3 Timing of Life;pdempyr;D2;In what year did you first start working in a job like this?;4;;;1;1
11;R3 Timing of Life;lvpntyr;D3;In what year, if ever, did you first leave your parent(s) for 2 months or more to start living separately from them?;8;;;1;1
11;R3 Timing of Life;evlvptn;D4;Have you ever lived with a spouse or partner for three months or more?;4;;;1;1
11;R3 Timing of Life;lvptnyr;D5;In what year did you first live with a spouse or partner for three months or more?;8;;;1;1
11;R3 Timing of Life;evmar;D6;Are you or have you ever been married?;3;;;1;1
11;R3 Timing of Life;maryr;D7;In what year did you first marry;6;;;1;1
11;R3 Timing of Life;bthcld;D8;Have you ever given birth to/fathered a child?;8;;;1;1
11;R3 Timing of Life;nbthcld;D9;How many children have you ever given birth to/fathered?;0;;;1;1
11;R3 Timing of Life;fcldbrn;D10;In what year was your (first) child born?;10;;;1;1
11;R3 Timing of Life;ycldbyr;D11;In what year was your youngest child born?;0;;;1;1
11;R3 Timing of Life;ngchld;D12;How many grandchildren do you have, if any?;0;;;1;1
11;R3 Timing of Life;ygcdbyr;D13;In what year was your first grandchild born?;0;;;1;1
11;R3 Timing of Life;ggchld;D14;Do you have any great grandchildren?;0;;;1;1
11;R3 Timing of Life;brnmm;D15;In what month were you born?;0;;;1;1
11;R3 Timing of Life;ageadlt;D17;At what age, approximately, would you say girls/boys or women/men become adults?;4;;;1;1
11;R3 Timing of Life;agemage;D18;And at what age, approximately, would you say women/men reach middle age?;1;;;1;1
11;R3 Timing of Life;ageoage;D19;And at what age, approximately, would you say women/men reach old age?;1;;;1;1
11;R3 Timing of Life;adllvhm;D20;To be considered an adult how important is it for a woman/man to have left the parental home? ;4;;;1;1
11;R3 Timing of Life;adftjob;D21;To be considered an adult how important is it for a woman/man to have a full-time job? ;4;;;1;1
11;R3 Timing of Life;adlvptn;D22;To be considered an adult how important is it for a woman/man to have lived with a spouse or partner?;4;;;1;1
11;R3 Timing of Life;adpnt;D23;And to be considered an adult how important is it for a woman/man to have become a mother? ;4;;;1;1
11;R3 Timing of Life;oldfrl;D24;To be considered old how important is it for a woman/man to be physically frail? ;0;;;1;1
11;R3 Timing of Life;oldgpnt;D25;To be considered old how important is it for a woman/man to be a grandmother/grandfather? ;0;;;1;1
11;R3 Timing of Life;oldhlpo;D26;And to be considered old, how important is it for a woman/man to need the help of others to look after her?;0;;;1;1
11;R3 Timing of Life;iaglptn;D27;In your opinion, what is the ideal age for a girl/boy or woman/man to start living with a partner she/he is not married to?;1;;;1;1
11;R3 Timing of Life;iaglvmr;D28;In your opinion, what is the ideal age for a girl/boy or woman/man to get married and live with her husband/ his wife?;2;;;1;1
11;R3 Timing of Life;iagpnt;D29;In your opinion, what is the ideal age for a girl/boy or woman/man to become a mother/father?;4;;;1;1
11;R3 Timing of Life;iagrtr;D30;In your opinion, what is the ideal age for a woman/man to retire permanently?;1;;;1;1
11;R3 Timing of Life;tygledu;D31;Before what age would you say a girl/boy or woman/man is generally too young to leave full-time education?;1;;;1;1
11;R3 Timing of Life;tygsexi;D32;Before what age would you say a woman/man is generally too young to have sexual intercourse?;5;;;1;1
11;R3 Timing of Life;tyglvp;D33;Before what age would you say a woman/man  is generally too young to start living with a partner she/he is not married to?;1;;;1;1
11;R3 Timing of Life;tyglvmr;D34;Before what age would you say a woman/man is generally too young to get married and live with her husband/ his wife?;1;;;1;1
11;R3 Timing of Life;tygpnt;D35;Before what age would you say a woman/man is generally too young to become a mother/ father?;3;;;1;1
11;R3 Timing of Life;tygrtr;D36;And before what age would you say a woman/man is generally too young to retire permanently?;3;;;1;1
11;R3 Timing of Life;tolvpnt;D37;After what age would you say a woman/man is generally too old to still be living with her parents?;2;;;1;1
11;R3 Timing of Life;tochld;D38;After what age would you say a woman/man is generally too old to consider having any more children?;6;;;1;1
11;R3 Timing of Life;towkht;D39;After what age would you say a woman/man is generally too old to be working 20 hours or more per week?;3;;;1;1
11;R3 Timing of Life;anvcld;D40;Do you approve or disapprove if a woman/man ?chooses never to have children? ;9;;;1;1
11;R3 Timing of Life;alvgptn;D41;?lives with a partner without being married to him/her?;7;;;1;1
11;R3 Timing of Life;acldnmr;D42;?has a child with a partner she/he lives with but is not married to?;8;;;1;1
11;R3 Timing of Life;aftjbyc;D43;?has a full-time job while she/he has children aged under 3?;9;;;1;1
11;R3 Timing of Life;advcyc;D44;?gets divorced while she/he has children aged under 12?;4;;;1;1
11;R3 Timing of Life;rpntyng;D45;How do you think most people would react if a woman/man they knew well ?became a mother/ father before the age of 18?;0;;;1;1
11;R3 Timing of Life;rwkold;D46;?carried on working after the age of 70?;0;;;1;1
11;R3 Timing of Life;rnvcld;D47;?chose never to have children? ;1;;;1;1
11;R3 Timing of Life;rlvgptn;D48;?lived with a partner without being married to him/her?;1;;;1;1
11;R3 Timing of Life;rcldnmr;D49;?had a child with a partner she/he lived with but was not married to?;1;;;1;1
11;R3 Timing of Life;rftjbyc;D50;?had a full-time job while she/he had children aged under 3?;2;;;1;1
11;R3 Timing of Life;rdvcyc;D51;?got divorced while she/ he had children under 12?;1;;;1;1
11;R3 Timing of Life;plnftr;D52;Do you generally plan for your future or do you just take each day as it comes? ;3;;;1;1
11;R3 Timing of Life;wrinco;D53;How worried are you, if at all, that your income in old age will not be adequate enough to cover your later years. ;3;;;1;1
